TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2016,1,30,5.0,2.0,5XX TAYLOR ST,Central Business District,492323.48,5458662.46
Theft from Vehicle,2016,1,30,2.0,15.0,5XX TAYLOR ST,Central Business District,492323.48,5458662.46
Theft from Vehicle,2016,1,7,9.0,0.0,5XX TAYLOR ST,Central Business District,492323.48,5458662.46
Theft from Vehicle,2016,5,29,20.0,53.0,1XX E 3RD AVE,Mount Pleasant,492531.81,5457276.01
Theft from Vehicle,2016,1,3,17.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,1,3,19.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,1,14,13.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,1,19,13.0,15.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,1,22,7.0,15.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,1,25,19.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,2,1,6.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,2,2,17.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,2,20,14.0,50.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,2,24,9.0,45.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,3,12,22.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,3,18,0.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,3,19,0.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,3,27,15.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,1,20.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,2,20.0,45.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,3,18.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Other Theft,2016,4,15,17.0,11.0,10XX ROBSON ST,West End,490924.63,5459091.02
Theft from Vehicle,2016,4,7,12.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,8,0.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,10,5.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,18,9.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,20,17.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,20,18.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,4,30,5.0,19.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,5,7,11.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,5,20,22.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,5,27,16.0,3.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,5,28,9.0,15.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,5,31,11.0,45.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,6,1,9.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,6,16,8.0,45.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,6,20,18.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,12,9,16.0,0.0,1XX E 32ND AVE,Riley Park,492487.01,5454361.03
Theft from Vehicle,2016,6,29,0.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,7,12,8.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,7,22,5.0,53.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,7,23,7.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,7,26,12.0,45.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,7,31,14.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,8,7,12.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,8,9,5.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,8,16,9.0,15.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,8,21,18.0,50.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,8,27,11.0,45.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,9,10,17.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,10,24,19.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,10,28,19.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,11,3,20.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,2,1,16.0,0.0,1XX E 2ND AVE,Mount Pleasant,492566.52,5457397.92
Theft from Vehicle,2016,11,4,5.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,11,8,18.0,50.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,11,11,19.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,11,15,17.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,12,5,17.0,30.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,12,24,19.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.38
Theft from Vehicle,2016,6,16,8.0,10.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.37
Theft from Vehicle,2016,9,14,16.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.37
Theft from Vehicle,2016,10,29,15.0,0.0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.63,5458792.37
Mischief,2016,8,6,12.0,35.0,3XX W GEORGIA ST,Central Business District,491659.42,5458620.18
Other Theft,2016,5,6,16.0,16.0,10XX HORNBY ST,Central Business District,490821.21,5458565.78
Other Theft,2016,9,23,21.0,37.0,10XX HORNBY ST,Central Business District,490821.21,5458565.78
Other Theft,2016,4,24,16.0,0.0,8XX GRANVILLE ST,Central Business District,491220.04,5458669.02
Other Theft,2016,12,23,20.0,13.0,10XX HORNBY ST,Central Business District,490821.21,5458565.78
Other Theft,2016,3,2,17.0,0.0,8XX GRANVILLE ST,Central Business District,491220.04,5458669.02
Other Theft,2016,2,22,15.0,0.0,10XX HORNBY ST,Central Business District,490840.64,5458572.58
Theft from Vehicle,2016,5,23,21.0,0.0,5XX UNION ST,Strathcona,493199.69,5458310.82
Other Theft,2016,4,22,7.0,56.0,10XX HOWE ST,Central Business District,490869.68,5458475.58
Other Theft,2016,4,26,7.0,28.0,10XX HOWE ST,Central Business District,490869.68,5458475.58
Mischief,2016,12,15,7.0,0.0,3XX W GEORGIA ST,Central Business District,491651.57,5458615.15
Mischief,2016,7,18,17.0,5.0,3XX W GEORGIA ST,Central Business District,491651.57,5458615.15
Mischief,2016,7,1,8.0,0.0,3XX W GEORGIA ST,Central Business District,491651.57,5458615.15
Theft from Vehicle,2016,3,24,22.0,0.0,6XX SEYMOUR ST,Central Business District,491521.06,5458826.84
Other Theft,2016,9,11,8.0,58.0,10XX HOWE ST,Central Business District,490869.68,5458475.58
Other Theft,2016,2,2,13.0,11.0,10XX HOWE ST,Central Business District,490901.66,5458495.19
Other Theft,2016,2,4,10.0,0.0,10XX HOWE ST,Central Business District,490901.66,5458495.19
Other Theft,2016,4,27,13.0,42.0,10XX HOWE ST,Central Business District,490901.66,5458495.19
Other Theft,2016,8,2,14.0,35.0,10XX HOWE ST,Central Business District,490943.89,5458551.42
Other Theft,2016,10,8,14.0,0.0,10XX HOWE ST,Central Business District,490943.89,5458551.42
Other Theft,2016,10,16,16.0,38.0,10XX HOWE ST,Central Business District,490943.89,5458551.42
Other Theft,2016,11,6,16.0,0.0,10XX HOWE ST,Central Business District,490943.89,5458551.42
Other Theft,2016,11,19,11.0,40.0,10XX MAIN ST,Central Business District,492723.79,5458104.67
Theft from Vehicle,2016,7,13,11.0,30.0,1XX E 1ST AVE,Mount Pleasant,492541.56,5457488.8
Other Theft,2016,11,24,16.0,18.0,10XX MAINLAND ST,Central Business District,491279.06,5458138.53
Theft from Vehicle,2016,12,7,17.0,1.0,1XX E 1ST AVE,Mount Pleasant,492554.37,5457497.64
Theft from Vehicle,2016,11,10,17.0,0.0,1XX E 1ST AVE,Mount Pleasant,492554.37,5457497.64
Theft from Vehicle,2016,9,10,21.0,0.0,1XX E 1ST AVE,Mount Pleasant,492552.19,5457497.69
Other Theft,2016,5,7,9.0,50.0,10XX MAINLAND ST,Central Business District,491304.54,5458164.96
Other Theft,2016,6,17,10.0,55.0,10XX MAINLAND ST,Central Business District,491329.43,5458190.77
Other Theft,2016,9,27,18.0,40.0,10XX MAINLAND ST,Central Business District,491329.43,5458190.77
Other Theft,2016,12,1,10.0,25.0,10XX MAINLAND ST,Central Business District,491329.43,5458190.77
Theft from Vehicle,2016,4,8,22.0,0.0,6XX SEYMOUR ST,Central Business District,491521.06,5458826.84
Theft from Vehicle,2016,4,22,15.0,0.0,6XX SEYMOUR ST,Central Business District,491521.06,5458826.84
Theft from Vehicle,2016,2,27,18.0,30.0,1XX E 18TH AVE,Riley Park,492588.78,5455762.74
Theft from Vehicle,2016,11,4,20.0,30.0,1XX E 18TH AVE,Riley Park,492526.21,5455762.58
Theft from Vehicle,2016,2,3,7.0,35.0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.62,5459107.6
Theft from Vehicle,2016,2,12,10.0,0.0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.62,5459107.6
Theft from Vehicle,2016,3,19,14.0,10.0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.62,5459107.6
Theft from Vehicle,2016,7,17,15.0,0.0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.62,5459107.6
Theft from Vehicle,2016,10,6,9.0,0.0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.62,5459107.6
Theft from Vehicle,2016,12,7,9.0,15.0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.62,5459107.6
Mischief,2016,9,14,20.0,59.0,3XX W GEORGIA ST,Central Business District,491651.54,5458615.18
Mischief,2016,8,14,10.0,34.0,3XX W GEORGIA ST,Central Business District,491651.54,5458615.18
Theft from Vehicle,2016,2,27,20.0,0.0,1XX E 18TH AVE,Riley Park,492526.21,5455762.58
Other Theft,2016,10,27,7.0,42.0,10XX W GEORGIA ST,Central Business District,491115.45,5459163.48
Mischief,2016,6,11,18.0,0.0,3XX W CORDOVA ST,Central Business District,492051.41,5458998.8
Mischief,2016,12,31,18.0,30.0,40XX SLOCAN ST,Renfrew-Collingwood,496391.9,5455110.93
Mischief,2016,2,14,18.0,0.0,40XX SLOCAN ST,Renfrew-Collingwood,496382.75,5455053.78
Theft from Vehicle,2016,7,22,22.0,0.0,1XX E 17TH AVE,Riley Park,492623.71,5455889.2
Mischief,2016,3,5,23.0,54.0,3XX W CORDOVA ST,Central Business District,492025.72,5459011.83
Mischief,2016,4,4,14.0,32.0,3XX W BROADWAY AVE,Mount Pleasant,491920.31,5456710.67
Theft from Vehicle,2016,10,9,0.0,0.0,1XX E 15TH AVE,Mount Pleasant,492557.51,5456093.52
Other Theft,2016,4,30,14.0,12.0,10XX W GEORGIA ST,West End,491171.74,5459094.85
Mischief,2016,5,9,17.0,0.0,3XX W BROADWAY AVE,Mount Pleasant,491798.78,5456723.25
Theft from Vehicle,2016,1,8,14.0,0.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2016,1,11,15.0,58.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Other Theft,2016,2,15,16.0,33.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Other Theft,2016,2,20,11.0,37.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Theft from Vehicle,2016,1,22,22.0,0.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2016,2,21,13.0,0.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Mischief,2016,10,14,7.0,0.0,3XX W 63RD AVE,Marpole,491787.66,5451175.94
Other Theft,2016,2,23,13.0,20.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Theft from Vehicle,2016,3,19,9.0,0.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2016,8,6,4.0,5.0,1XX E 12TH AVE,Mount Pleasant,492537.52,5456393.69
Other Theft,2016,3,4,8.0,30.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Other Theft,2016,4,5,12.0,0.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Other Theft,2016,5,6,11.0,20.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Theft from Vehicle,2016,3,22,18.0,0.0,1XX E 11TH AVE,Mount Pleasant,492616.62,5456493.53
Theft from Vehicle,2016,3,16,23.0,0.0,1XX E 11TH AVE,Mount Pleasant,492593.47,5456484.9
Other Theft,2016,5,11,11.0,5.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Other Theft,2016,9,13,10.0,45.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Theft from Vehicle,2016,3,19,20.0,8.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Other Theft,2016,9,16,8.0,49.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Other Theft,2016,9,22,11.0,14.0,10XX W GEORGIA ST,Central Business District,491115.75,5459163.18
Mischief,2016,5,26,12.0,0.0,3XX W 2ND AVE,Mount Pleasant,491829.16,5457233.59
Theft from Vehicle,2016,8,1,21.0,0.0,1XX E 20TH AVE,Riley Park,492611.62,5455550.16
Theft from Vehicle,2016,6,30,10.0,0.0,1XX E 20TH AVE,Riley Park,492521.88,5455552.29
Other Theft,2016,8,22,7.0,51.0,57XX GRANVILLE ST,Oakridge,489840.24,5453504.26
Theft from Vehicle,2016,5,28,15.0,15.0,1XX DUNSMUIR ST,Central Business District,491997.7,5458515.12
Theft from Vehicle,2016,10,20,19.0,0.0,1XX DUNSMUIR ST,Central Business District,491958.33,5458579.25
Theft from Vehicle,2016,10,20,18.0,40.0,1XX DUNSMUIR ST,Central Business District,491958.33,5458579.25
Theft from Vehicle,2016,5,14,22.0,25.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Mischief,2016,7,30,18.0,0.0,3XX W 1ST AVE,Mount Pleasant,491825.77,5457359.86
Theft from Vehicle,2016,12,20,12.0,30.0,1XX DUNSMUIR ST,Central Business District,491956.98,5458580.57
Theft from Vehicle,2016,6,14,5.0,45.0,1XX DUNSMUIR ST,Central Business District,491956.98,5458580.57
Theft from Vehicle,2016,2,4,15.0,38.0,1XX DUNSMUIR ST,Central Business District,491956.98,5458580.57
Theft from Vehicle,2016,1,11,9.0,0.0,1XX DUNSMUIR ST,Central Business District,491956.98,5458580.57
Mischief,2016,2,20,11.0,0.0,3XX W 10TH AVE,Mount Pleasant,491860.55,5456613.49
Theft from Vehicle,2016,8,3,17.0,30.0,1XX DUNSMUIR ST,Central Business District,491946.84,5458590.46
Theft from Vehicle,2016,8,3,17.0,20.0,1XX DUNSMUIR ST,Central Business District,491946.84,5458590.46
Mischief,2016,8,21,0.0,30.0,3XX UNION ST,Strathcona,492963.9,5458317.4
Mischief,2016,1,14,23.0,45.0,3XX UNION ST,Strathcona,492960.09,5458317.51
Mischief,2016,8,18,0.0,0.0,3XX UNION ST,Strathcona,492952.45,5458317.72
Mischief,2016,8,14,0.0,0.0,3XX UNION ST,Strathcona,492952.45,5458317.72
Theft from Vehicle,2016,8,27,17.0,0.0,1XX DRAKE ST,Central Business District,491161.17,5457700.61
Theft from Vehicle,2016,8,6,19.0,40.0,1XX DRAKE ST,Central Business District,491161.17,5457700.61
Other Theft,2016,9,23,17.0,59.0,8XX GRANVILLE ST,Central Business District,491175.55,5458637.18
Theft from Vehicle,2016,7,24,19.0,0.0,1XX DRAKE ST,Central Business District,491161.17,5457700.61
Theft from Vehicle,2016,3,6,4.0,55.0,1XX DRAKE ST,Central Business District,491126.76,5457748.3
Theft from Vehicle,2016,1,4,17.0,36.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,19,20.0,0.0,1XX DUNLEVY AVE,Strathcona,493074.12,5459028.59
Theft from Vehicle,2016,3,6,0.0,30.0,1XX DRAKE ST,Central Business District,491126.76,5457748.3
Theft from Vehicle,2016,2,5,17.0,14.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,2,22,10.0,36.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,2,27,20.0,0.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,2,28,9.0,24.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,6,0.0,57.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,13,1.0,12.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,16,2.0,55.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,18,6.0,30.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Other Theft,2016,7,24,14.0,11.0,8XX GRANVILLE ST,Central Business District,491175.55,5458637.18
Other Theft,2016,7,5,13.0,38.0,8XX GRANVILLE ST,Central Business District,491175.55,5458637.18
Theft from Vehicle,2016,3,19,17.0,50.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,19,18.0,30.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,3,27,13.0,30.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,4,2,17.0,50.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,4,9,1.0,48.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,4,16,18.0,13.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,5,12,8.0,14.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,5,28,1.0,1.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,5,31,6.0,55.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,6,26,0.0,0.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,7,20,14.0,0.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,8,26,14.0,0.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,9,10,14.0,30.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,11,6,15.0,0.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,11,13,11.0,1.0,10XX SEYMOUR ST,Central Business District,491045.79,5458359.8
Theft from Vehicle,2016,11,8,2.0,0.0,1XX DRAKE ST,Central Business District,491070.02,5457805.07
Theft from Vehicle,2016,4,19,10.0,0.0,1XX DRAKE ST,Central Business District,491068.98,5457806.06
Theft from Vehicle,2016,12,18,17.0,56.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77
Theft from Vehicle,2016,3,2,21.0,30.0,1XX DRAKE ST,Central Business District,491015.8,5457857.02
Other Theft,2016,10,17,13.0,30.0,11XX COMMERCIAL DR,Grandview-Woodland,494936.1,5457953.28
Other Theft,2016,3,16,15.0,40.0,11XX GRANVILLE ST,Central Business District,490883.28,5458342.92
Mischief,2016,10,30,3.0,23.0,3XX TERMINAL AVE,Strathcona,492872.28,5457738.23
Other Theft,2016,7,17,20.0,43.0,11XX GRANVILLE ST,Central Business District,490919.36,5458379.2
Other Theft,2016,2,5,18.0,33.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,2,20,19.0,15.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,5,11,17.0,19.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,6,18,13.0,20.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,8,8,14.0,10.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,8,28,13.0,30.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,12,9,10.0,23.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Theft from Vehicle,2016,12,30,14.0,0.0,1XX DRAKE ST,Central Business District,491014.47,5457858.29
Mischief,2016,11,11,19.0,0.0,3XX SW MARINE DR,Marpole,491652.58,5450915.32
Theft from Vehicle,2016,10,27,16.0,2.0,1XX DAVIE ST,Central Business District,491263.09,5457816.87
Other Theft,2016,12,18,17.0,14.0,11XX GRANVILLE ST,Central Business District,490923.61,5458383.47
Other Theft,2016,9,25,16.0,22.0,11XX GRANVILLE ST,Central Business District,490925.73,5458385.6
Theft from Vehicle,2016,5,12,9.0,0.0,1XX DAVIE ST,Central Business District,491229.72,5457853.3
Theft from Vehicle,2016,9,20,13.0,0.0,1XX DAVIE ST,Central Business District,491208.53,5457902.31
Theft from Vehicle,2016,8,18,13.0,0.0,1XX DAVIE ST,Central Business District,491208.53,5457902.31
Theft from Vehicle,2016,8,12,10.0,30.0,1XX DAVIE ST,Central Business District,491208.53,5457902.31
Theft from Vehicle,2016,7,15,9.0,0.0,1XX DAVIE ST,Central Business District,491208.53,5457902.31
Theft from Vehicle,2016,6,17,12.0,40.0,1XX DAVIE ST,Central Business District,491208.53,5457902.31
Theft from Vehicle,2016,5,4,10.0,0.0,1XX DAVIE ST,Central Business District,491208.53,5457902.31
Theft from Vehicle,2016,11,20,13.0,0.0,1XX E 40TH AVE,Riley Park,492471.99,5453540.41
Theft from Vehicle,2016,2,19,10.0,30.0,1XX DAVIE ST,Central Business District,491206.79,5457904.12
Other Theft,2016,8,3,13.0,10.0,11XX MAINLAND ST,Central Business District,491122.8,5457994.62
Other Theft,2016,10,12,15.0,34.0,11XX MAINLAND ST,Central Business District,491131.92,5458003.66
Other Theft,2016,3,12,14.0,9.0,11XX MAINLAND ST,Central Business District,491133.6,5458005.32
Theft from Vehicle,2016,3,20,20.0,15.0,1XX E CORDOVA ST,Central Business District,492574.64,5458843.75
Theft from Vehicle,2016,3,14,7.0,0.0,1XX E CORDOVA ST,Central Business District,492574.64,5458843.75
Theft from Vehicle,2016,3,1,15.0,30.0,1XX E CORDOVA ST,Central Business District,492574.64,5458843.75
Theft from Vehicle,2016,2,12,19.0,0.0,1XX E CORDOVA ST,Central Business District,492574.64,5458843.75
Other Theft,2016,7,20,16.0,57.0,11XX MAINLAND ST,Central Business District,491133.6,5458005.32
Other Theft,2016,8,22,18.0,45.0,11XX MAINLAND ST,Central Business District,491133.6,5458005.32
Other Theft,2016,9,17,19.0,39.0,11XX MAINLAND ST,Central Business District,491133.6,5458005.32
Other Theft,2016,10,11,20.0,42.0,11XX MAINLAND ST,Central Business District,491133.6,5458005.32
Other Theft,2016,12,29,19.0,56.0,11XX MAINLAND ST,Central Business District,491133.6,5458005.32
Theft from Vehicle,2016,10,7,14.0,0.0,1XX MAIN ST,Strathcona,492768.93,5459042.1
Other Theft,2016,3,14,18.0,25.0,11XX PACIFIC BLVD,Central Business District,491256.33,5457948.9
Other Theft,2016,11,11,16.0,20.0,11XX ROBSON ST,West End,490792.7,5459235.63
Mischief,2016,12,12,23.0,47.0,3XX SE MARINE DR,Sunset,492774.66,5450882.61
Theft from Vehicle,2016,11,2,18.0,11.0,1XX COLUMBIA ST,Central Business District,492574.71,5459008.6
Theft from Vehicle,2016,11,27,22.0,30.0,1XX COLUMBIA ST,Central Business District,492574.65,5459006.18
Theft from Vehicle,2016,9,16,13.0,0.0,1XX COLUMBIA ST,Central Business District,492574.65,5459006.18
Theft from Vehicle,2016,7,20,21.0,0.0,1XX COLUMBIA ST,Central Business District,492574.65,5459006.18
Theft from Vehicle,2016,1,5,19.0,0.0,1XX COLUMBIA ST,Central Business District,492574.65,5459006.18
Theft from Vehicle,2016,6,24,19.0,0.0,1XX E 37TH AVE,Riley Park,492538.68,5453842.94
Theft from Vehicle,2016,6,30,21.0,7.0,1XX CENTRAL ST,Mount Pleasant,492692.4,5457644.49
Mischief,2016,12,22,23.0,30.0,3XX SE MARINE DR,Sunset,492774.27,5450882.58
Mischief,2016,12,20,19.0,51.0,3XX SE MARINE DR,Sunset,492774.27,5450882.58
Mischief,2016,6,4,11.0,46.0,3XX SE MARINE DR,Sunset,492774.27,5450882.58
Theft from Vehicle,2016,3,18,13.0,25.0,1XX E 42ND AVE,Sunset,492461.32,5453214.77
Other Theft,2016,6,15,18.0,39.0,11XX ROBSON ST,West End,490789.39,5459238.94
Other Theft,2016,3,9,18.0,45.0,8XX DRAKE ST,Central Business District,490588.49,5458267.0
Theft from Vehicle,2016,8,5,6.0,16.0,1XX ATHLETES WAY,Mount Pleasant,492232.85,5457643.73
Theft from Vehicle,2016,3,1,19.0,0.0,1XX ATHLETES WAY,Mount Pleasant,492232.85,5457643.73
Theft from Vehicle,2016,6,18,18.0,30.0,1XX ATHLETES WAY,Mount Pleasant,492163.1,5457645.74
Theft from Vehicle,2016,3,31,6.0,21.0,1XX ATHLETES WAY,Mount Pleasant,492086.0,5457647.97
Theft from Vehicle,2016,3,15,21.0,0.0,1XX ATHLETES WAY,Mount Pleasant,492086.0,5457647.97
