TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2016,9,18,5.0,30.0,21XX W 4TH AVE,Kitsilano,488820.18,5457270.05
Mischief,2016,12,2,3.0,30.0,21XX ALBERTA ST,Mount Pleasant,491933.53,5457084.54
Mischief,2016,4,24,0.0,0.0,21XX ADANAC ST,Grandview-Woodland,495608.73,5458300.34
Break and Enter Commercial,2016,6,5,6.0,34.0,21XX W 4TH AVE,Kitsilano,488788.05,5457270.85
Mischief,2016,10,7,8.0,0.0,13XX W 41ST AVE,Shaughnessy,490171.5,5453502.45
Break and Enter Commercial,2016,8,18,22.0,0.0,21XX W 4TH AVE,Kitsilano,488722.34,5457281.63
Break and Enter Commercial,2016,8,16,16.0,0.0,21XX W 4TH AVE,Kitsilano,488722.34,5457281.63
Break and Enter Commercial,2016,3,4,22.0,0.0,21XX W 4TH AVE,Kitsilano,488722.34,5457281.63
Mischief,2016,8,15,0.0,0.0,13XX SE MARINE DR,Sunset,494127.96,5450916.24
Theft of Vehicle,2016,11,11,1.0,30.0,21XX E 38TH AVE,Kensington-Cedar Cottage,495379.65,5453678.8
Break and Enter Commercial,2016,12,29,2.0,50.0,21XX W 43RD AVE,Kerrisdale,488568.33,5453335.38
Break and Enter Commercial,2016,6,20,18.0,0.0,21XX W 43RD AVE,Kerrisdale,488502.0,5453337.25
Break and Enter Commercial,2016,6,15,16.0,35.0,21XX W 42ND AVE,Kerrisdale,488489.64,5453446.34
Break and Enter Residential/Other,2016,8,1,3.0,43.0,77XX MAIN ST,Sunset,492564.61,5451335.23
Break and Enter Commercial,2016,9,8,6.0,14.0,21XX W 41ST AVE,Arbutus Ridge,488592.37,5453552.31
Break and Enter Commercial,2016,12,3,17.0,0.0,21XX W 41ST AVE,Kerrisdale,488575.56,5453543.61
Break and Enter Commercial,2016,6,30,23.0,3.0,21XX W 41ST AVE,Arbutus Ridge,488558.62,5453553.21
Break and Enter Commercial,2016,11,11,2.0,5.0,21XX W 41ST AVE,Arbutus Ridge,488548.5,5453553.48
Break and Enter Commercial,2016,10,11,22.0,0.0,21XX W 40TH AVE,Arbutus Ridge,488627.86,5453651.08
Break and Enter Commercial,2016,7,1,5.0,56.0,21XX W 40TH AVE,Arbutus Ridge,488627.86,5453651.08
Break and Enter Residential/Other,2016,5,6,2.0,0.0,77XX HEATHER ST,Marpole,490976.37,5451344.18
Break and Enter Commercial,2016,12,31,18.0,0.0,21XX W 40TH AVE,Arbutus Ridge,488595.43,5453651.56
Break and Enter Commercial,2016,8,3,9.0,13.0,21XX W 40TH AVE,Arbutus Ridge,488575.03,5453661.01
Break and Enter Commercial,2016,7,26,0.0,0.0,21XX W 40TH AVE,Arbutus Ridge,488575.03,5453661.01
Break and Enter Commercial,2016,7,22,10.0,0.0,21XX W 40TH AVE,Arbutus Ridge,488575.03,5453661.01
Theft of Vehicle,2016,12,14,0.0,0.0,22XX E 46TH AVE,Victoria-Fraserview,495672.17,5452863.22
Break and Enter Commercial,2016,8,16,17.0,30.0,21XX W 40TH AVE,Arbutus Ridge,488530.88,5453661.67
Break and Enter Commercial,2016,2,20,2.0,46.0,21XX W 3RD AVE,Kitsilano,488832.65,5457379.72
Theft from Vehicle,2016,10,30,23.0,0.0,10XX W WATERFRONT RD,Central Business District,491405.53,5459578.48
Theft from Vehicle,2016,12,30,14.0,40.0,10XX W WATERFRONT RD,Central Business District,491405.53,5459578.48
Break and Enter Residential/Other,2016,3,12,18.0,30.0,77XX FRENCH ST,Marpole,489884.37,5451466.91
Break and Enter Commercial,2016,10,10,12.0,0.0,21XX W 39TH AVE,Arbutus Ridge,488521.72,5453759.57
Break and Enter Commercial,2016,12,1,0.0,0.0,21XX W 38TH AVE,Arbutus Ridge,488672.23,5453854.13
Theft of Vehicle,2016,4,2,21.0,0.0,22XX E 50TH AVE,Victoria-Fraserview,495572.36,5452352.63
Break and Enter Commercial,2016,3,30,5.0,15.0,21XX W 38TH AVE,Arbutus Ridge,488655.26,5453845.42
Break and Enter Commercial,2016,2,2,21.0,0.0,21XX W 38TH AVE,Arbutus Ridge,488540.88,5453857.49
Break and Enter Commercial,2016,5,29,5.0,40.0,21XX W 37TH AVE,Arbutus Ridge,488666.03,5453962.77
Theft of Vehicle,2016,6,28,1.0,0.0,22XX E 52ND AVE,Victoria-Fraserview,495594.87,5452151.19
Theft of Vehicle,2016,10,6,22.0,0.0,22XX E 54TH AVE,Victoria-Fraserview,495547.81,5451942.74
Break and Enter Commercial,2016,1,20,22.0,42.0,21XX W 37TH AVE,Arbutus Ridge,488666.03,5453962.77
Mischief,2016,8,28,2.0,18.0,13XX W 64TH AVE,Marpole,490007.63,5451159.91
Break and Enter Residential/Other,2016,10,29,17.0,0.0,77XX BEAMISH CRT,Killarney,498013.62,5451266.42
Break and Enter Commercial,2016,2,4,21.0,0.0,21XX W 2ND AVE,Kitsilano,488850.99,5457467.81
Break and Enter Commercial,2016,8,15,23.0,0.0,21XX W 2ND AVE,Kitsilano,488752.74,5457470.38
Break and Enter Residential/Other,2016,2,9,14.0,50.0,77XX ANGUS DR,Kerrisdale,489187.99,5451432.33
Break and Enter Commercial,2016,7,1,23.0,0.0,21XX W 12TH AVE,Kitsilano,488842.09,5456478.14
Mischief,2016,7,17,23.0,0.0,13XX W 13TH AVE,Fairview,490250.62,5456335.64
Break and Enter Commercial,2016,8,10,17.0,15.0,21XX W 10TH AVE,Kitsilano,488826.63,5456694.42
Theft from Vehicle,2016,12,9,18.0,0.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Break and Enter Commercial,2016,2,27,18.0,50.0,21XX RENFREW ST,Hastings-Sunrise,496771.68,5456959.55
Break and Enter Commercial,2016,11,30,3.0,15.0,21XX MAIN ST,Mount Pleasant,492656.74,5457064.58
Break and Enter Residential/Other,2016,2,5,21.0,0.0,76XX ONTARIO ST,Sunset,492263.16,5451422.24
Break and Enter Commercial,2016,1,17,22.0,0.0,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495496.71,5454542.81
Break and Enter Commercial,2016,9,18,13.0,51.0,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495428.61,5454581.5
Theft from Vehicle,2016,12,5,14.0,53.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Break and Enter Residential/Other,2016,1,7,9.0,15.0,76XX MUIRFIELD DR,Victoria-Fraserview,495921.19,5451326.13
Theft from Vehicle,2016,11,12,21.0,42.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Theft from Vehicle,2016,10,30,20.0,40.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Break and Enter Commercial,2016,3,8,2.0,27.0,21XX GRANVILLE ST,Fairview,489922.2,5457094.26
Break and Enter Commercial,2016,12,11,2.0,8.0,21XX FRANKLIN ST,Grandview-Woodland,495545.02,5458822.78
Theft from Vehicle,2016,10,8,5.0,10.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Theft from Vehicle,2016,9,14,21.0,15.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Theft of Vehicle,2016,12,28,9.0,55.0,22XX E 42ND AVE,Victoria-Fraserview,495486.13,5453249.56
Break and Enter Commercial,2016,4,22,15.0,0.0,21XX EDDINGTON DR,Arbutus Ridge,488689.12,5454925.33
Mischief,2016,2,5,3.0,0.0,13XX W 12TH AVE,Fairview,490104.52,5456456.42
Break and Enter Commercial,2016,11,14,11.0,23.0,21XX E HASTINGS ST,Grandview-Woodland,495571.85,5458719.76
Break and Enter Commercial,2016,11,9,0.0,0.0,21XX E HASTINGS ST,Grandview-Woodland,495571.85,5458719.76
Break and Enter Residential/Other,2016,3,25,0.0,0.0,76XX HUDSON ST,Marpole,490227.17,5451473.93
Break and Enter Commercial,2016,6,30,0.0,0.0,21XX COMMISSIONER ST,Grandview-Woodland,495536.37,5459507.9
Break and Enter Commercial,2016,4,20,13.0,11.0,21XX CAMBRIDGE ST,Grandview-Woodland,495600.92,5459316.58
Break and Enter Residential/Other,2016,8,26,13.0,30.0,76XX GRANVILLE ST,Marpole,489791.1,5451555.21
Break and Enter Commercial,2016,10,14,13.0,49.0,21XX BRUNSWICK ST,Mount Pleasant,492954.29,5457018.77
Break and Enter Commercial,2016,2,16,1.0,47.0,21XX ALMA ST,West Point Grey,486483.2,5457216.57
Break and Enter Residential/Other,2016,12,10,17.0,48.0,76XX FRENCH ST,Marpole,489885.51,5451512.87
Break and Enter Commercial,2016,1,18,18.0,0.0,21XX ALMA ST,West Point Grey,486483.2,5457216.57
Theft from Vehicle,2016,9,11,21.0,0.0,5X W CORDOVA ST,Central Business District,492324.56,5458890.88
Break and Enter Residential/Other,2016,1,11,21.0,32.0,76XX COLUMBIA ST,Marpole,491798.19,5451399.05
Theft from Vehicle,2016,6,11,4.0,13.0,5X W CORDOVA ST,Central Business District,492321.98,5458882.1
Theft of Vehicle,2016,5,27,1.0,0.0,21XX E 4TH AVE,Grandview-Woodland,495545.07,5457116.13
Break and Enter Commercial,2016,4,8,21.0,0.0,20XX WOODLAND DR,Grandview-Woodland,494643.21,5457075.3
Break and Enter Commercial,2016,7,31,13.0,47.0,20XX WALL ST,Grandview-Woodland,495505.93,5459267.29
Break and Enter Commercial,2016,10,19,11.0,46.0,20XX W KING EDWARD AVE,Arbutus Ridge,488966.52,5455344.91
Break and Enter Commercial,2016,1,11,2.0,55.0,20XX W BROADWAY AVE,Kitsilano,488942.29,5456789.02
Break and Enter Commercial,2016,10,30,0.0,0.0,20XX W 8TH AVE,Kitsilano,489010.02,5456890.42
Break and Enter Commercial,2016,4,12,22.0,50.0,20XX W 8TH AVE,Kitsilano,488898.72,5456903.7
Break and Enter Residential/Other,2016,12,29,15.0,0.0,76XX ARBUTUS ST,Kerrisdale,488743.75,5451559.02
Theft of Vehicle,2016,8,27,22.0,0.0,21XX E 6TH AVE,Grandview-Woodland,495623.44,5456912.61
Mischief,2016,4,27,19.0,30.0,13XX W 51ST AVE,Oakridge,490121.49,5452462.3
Break and Enter Commercial,2016,2,11,5.0,54.0,20XX W 4TH AVE,Kitsilano,488974.06,5457266.26
Theft of Vehicle,2016,6,30,16.0,0.0,21XX E 7TH AVE,Grandview-Woodland,495534.0,5456825.84
Break and Enter Commercial,2016,1,10,5.0,17.0,20XX W 4TH AVE,Kitsilano,488907.16,5457267.89
Break and Enter Commercial,2016,9,28,10.0,21.0,20XX W 49TH AVE,Kerrisdale,488880.68,5452721.41
Break and Enter Residential/Other,2016,1,11,11.0,30.0,75XX ONTARIO ST,Marpole,492259.99,5451492.84
Break and Enter Residential/Other,2016,12,19,22.0,55.0,75XX ONTARIO ST,Sunset,492270.28,5451521.33
Break and Enter Commercial,2016,11,11,9.0,2.0,20XX W 41ST AVE,Shaughnessy,488879.91,5453545.09
Theft from Vehicle,2016,4,29,13.0,42.0,5X W CORDOVA ST,Central Business District,492321.98,5458882.1
Break and Enter Commercial,2016,11,17,1.0,48.0,20XX W 41ST AVE,Kerrisdale,488805.52,5453537.94
Break and Enter Commercial,2016,1,26,5.0,50.0,20XX W 41ST AVE,Kerrisdale,488805.52,5453537.94
Break and Enter Residential/Other,2016,2,25,8.0,20.0,75XX MUIRFIELD DR,Victoria-Fraserview,495981.71,5451461.4
Mischief,2016,5,1,8.0,47.0,21XX E 6TH AVE,Grandview-Woodland,495597.82,5456912.77
Theft from Vehicle,2016,3,26,23.0,0.0,5X W CORDOVA ST,Central Business District,492321.98,5458882.1
Mischief,2016,12,29,23.0,19.0,13XX W 71ST AVE,Marpole,490122.04,5450470.81
Break and Enter Commercial,2016,1,11,0.0,0.0,20XX W 3RD AVE,Kitsilano,488964.29,5457376.58
Break and Enter Commercial,2016,12,1,1.0,15.0,20XX W 1ST AVE,Kitsilano,489020.49,5457570.51
Theft of Vehicle,2016,6,14,6.0,0.0,21XX E PENDER ST,Grandview-Woodland,495518.36,5458606.47
Break and Enter Residential/Other,2016,12,25,19.0,28.0,75XX HEATHER ST,Marpole,490981.13,5451516.94
Break and Enter Commercial,2016,7,7,4.0,54.0,20XX W 12TH AVE,Kitsilano,489031.12,5456478.16
Theft of Vehicle,2016,8,13,20.0,30.0,21XX FERNDALE ST,Grandview-Woodland,495516.7,5458542.62
Break and Enter Commercial,2016,3,18,1.0,0.0,20XX W 12TH AVE,Kitsilano,488966.26,5456477.96
Break and Enter Commercial,2016,9,2,19.0,0.0,20XX W 12TH AVE,Kitsilano,488911.11,5456486.94
Theft from Vehicle,2016,5,9,14.0,0.0,5X W CORDOVA ST,Central Business District,492317.89,5458892.9
Break and Enter Commercial,2016,11,28,19.0,0.0,20XX SCOTIA ST,Mount Pleasant,492816.84,5457121.9
Break and Enter Commercial,2016,11,3,4.0,30.0,20XX SCOTIA ST,Mount Pleasant,492816.84,5457121.9
Break and Enter Commercial,2016,7,13,2.0,49.0,20XX SCOTIA ST,Mount Pleasant,492816.84,5457121.9
Theft from Vehicle,2016,1,9,23.0,0.0,5X W CORDOVA ST,Central Business District,492311.86,5458885.17
Break and Enter Commercial,2016,7,22,15.0,40.0,20XX PINE ST,Fairview,489583.54,5457243.01
Break and Enter Commercial,2016,6,19,2.0,49.0,20XX PINE ST,Fairview,489583.54,5457243.01
Theft from Vehicle,2016,8,24,13.0,15.0,5X W CORDOVA ST,Central Business District,492311.14,5458894.94
Break and Enter Commercial,2016,6,5,21.0,0.0,20XX PENDRELL ST,West End,489547.89,5459700.43
Break and Enter Commercial,2016,4,27,23.0,50.0,20XX NELSON ST,West End,489639.84,5459905.08
Break and Enter Residential/Other,2016,11,4,12.0,0.0,74XX WINDSOR ST,Sunset,493771.35,5451607.81
Break and Enter Commercial,2016,8,31,10.0,14.0,20XX NELSON ST,West End,489591.63,5459960.22
Break and Enter Commercial,2016,1,19,20.0,5.0,20XX MAPLE ST,Kitsilano,489053.66,5457225.16
Break and Enter Commercial,2016,8,24,0.0,30.0,20XX MAIN ST,Mount Pleasant,492664.98,5457163.42
Theft from Vehicle,2016,2,29,16.0,0.0,6XX RICHARDS ST,Central Business District,491672.82,5458842.68
Other Theft,2016,4,23,16.0,30.0,11XX W BROADWAY AVE,Fairview,490520.21,5456748.3
Mischief,2016,1,28,14.0,0.0,21XX NANAIMO ST,Grandview-Woodland,495878.5,5456938.43
Break and Enter Residential/Other,2016,3,1,4.0,5.0,74XX ONTARIO ST,Marpole,492264.89,5451610.33
Mischief,2016,4,17,12.0,0.0,21XX QUEBEC ST,Mount Pleasant,492523.91,5457077.7
Mischief,2016,3,30,0.0,30.0,21XX PARKER ST,Grandview-Woodland,495521.02,5458098.45
Break and Enter Commercial,2016,3,19,1.0,0.0,20XX CORNWALL AVE,Kitsilano,488949.98,5457759.88
Other Theft,2016,11,6,19.0,37.0,7XX GRANVILLE ST,Central Business District,491394.12,5458844.26
Break and Enter Commercial,2016,11,24,21.0,0.0,20XX CORNWALL AVE,Kitsilano,488948.78,5457759.91
Break and Enter Commercial,2016,2,2,5.0,4.0,20XX COMOX ST,West End,489550.27,5459840.28
Theft from Vehicle,2016,6,25,17.0,30.0,5XX GORE AVE,Strathcona,492927.93,5458620.07
Break and Enter Commercial,2016,1,30,6.0,3.0,20XX COMOX ST,West End,489550.27,5459840.28
Mischief,2016,9,12,15.0,0.0,21XX TRIUMPH ST,Grandview-Woodland,495536.4,5459015.65
Theft from Vehicle,2016,3,27,9.0,24.0,5XX GORE AVE,Strathcona,492927.93,5458620.07
Break and Enter Residential/Other,2016,5,12,14.0,50.0,74XX MEADOWLAND PL,Killarney,497848.68,5451530.64
Break and Enter Commercial,2016,11,4,19.0,45.0,20XX BEACH AVE,West End,489504.57,5459658.28
Break and Enter Commercial,2016,4,1,19.0,0.0,20XX BEACH AVE,West End,489358.98,5459781.04
Break and Enter Commercial,2016,7,24,23.0,0.0,20XX BARCLAY ST,West End,489766.25,5459935.78
Break and Enter Commercial,2016,5,5,14.0,27.0,20XX BARCLAY ST,West End,489766.25,5459935.78
Break and Enter Commercial,2016,4,30,23.0,30.0,20XX BARCLAY ST,West End,489766.25,5459935.78
Break and Enter Residential/Other,2016,1,11,0.0,0.0,74XX LABURNUM ST,Kerrisdale,488997.5,5451648.23
Break and Enter Residential/Other,2016,10,1,10.0,38.0,74XX LABURNUM ST,Kerrisdale,488989.06,5451671.8
Break and Enter Residential/Other,2016,10,1,9.0,8.0,74XX LABURNUM ST,Kerrisdale,488988.43,5451650.83
Mischief,2016,7,7,0.0,0.0,21XX VICTORIA DR,Grandview-Woodland,495205.01,5456964.65
Theft from Vehicle,2016,7,7,20.0,58.0,5X W 5TH AVE,Mount Pleasant,492307.46,5457093.49
Break and Enter Residential/Other,2016,6,18,22.0,0.0,74XX INVERNESS ST,Sunset,494161.59,5451552.08
Break and Enter Commercial,2016,12,28,1.0,28.0,20XX BARCLAY ST,West End,489696.8,5460012.18
Mischief,2016,7,1,23.0,45.0,21XX TRIUMPH ST,Grandview-Woodland,495624.4,5459015.23
Mischief,2016,2,18,10.0,2.0,21XX TRIUMPH ST,Grandview-Woodland,495624.4,5459015.23
Mischief,2016,10,24,16.0,0.0,14XX BURNABY ST,West End,489992.16,5458945.45
Break and Enter Residential/Other,2016,7,13,16.0,30.0,74XX ECHO PL,Killarney,497934.91,5451547.05
Break and Enter Commercial,2016,12,8,15.0,47.0,1XX WATER ST,Central Business District,492245.43,5459029.85
Break and Enter Commercial,2016,2,6,20.0,48.0,1XX WATER ST,Central Business District,492245.43,5459029.85
Break and Enter Commercial,2016,5,17,9.0,15.0,1XX WATER ST,Central Business District,492241.48,5459021.44
Theft from Vehicle,2016,6,24,16.0,30.0,5X W 3RD AVE,Mount Pleasant,492312.95,5457294.66
Break and Enter Commercial,2016,11,19,6.0,7.0,1XX WATER ST,Central Business District,492229.51,5459034.1
Break and Enter Commercial,2016,7,8,18.0,0.0,1XX WATER ST,Central Business District,492229.51,5459034.1
Break and Enter Commercial,2016,5,30,7.0,0.0,1XX WATER ST,Central Business District,492229.51,5459034.1
Break and Enter Commercial,2016,3,7,3.0,30.0,1XX WATER ST,Central Business District,492229.51,5459034.1
Break and Enter Residential/Other,2016,7,28,14.0,6.0,74XX COLUMBIA ST,Marpole,491910.26,5451587.1
Theft of Vehicle,2016,9,10,6.0,22.0,21XX OXFORD ST,Grandview-Woodland,495632.98,5459224.3
Break and Enter Residential/Other,2016,7,22,17.0,0.0,74XX CAMBIE ST,Marpole,491504.68,5451644.0
Theft from Vehicle,2016,11,21,16.0,0.0,5X W 3RD AVE,Mount Pleasant,492312.89,5457294.66
Break and Enter Commercial,2016,9,29,3.0,30.0,1XX WATER ST,Central Business District,492223.64,5459035.67
Mischief,2016,12,9,0.0,0.0,21XX W 12TH AVE,Kitsilano,488854.7,5456477.85
Theft from Vehicle,2016,2,15,21.0,20.0,6XX RICHARDS ST,Central Business District,491672.82,5458842.68
Break and Enter Residential/Other,2016,9,25,10.0,0.0,73XX VICTORIA DR,Victoria-Fraserview,495193.7,5451678.52
Mischief,2016,8,17,20.0,0.0,21XX W 12TH AVE,Kitsilano,488760.32,5456489.17
Break and Enter Commercial,2016,12,5,20.0,50.0,1XX WATER ST,Central Business District,492208.81,5459039.63
Break and Enter Residential/Other,2016,1,3,18.0,0.0,73XX PRINCE EDWARD ST,Sunset,492877.31,5451687.39
Break and Enter Commercial,2016,12,9,4.0,50.0,1XX WATER ST,Central Business District,492202.44,5459041.33
Break and Enter Residential/Other,2016,4,28,8.0,30.0,73XX ONTARIO ST,Oakridge,492269.81,5451676.39
Break and Enter Commercial,2016,9,3,3.0,45.0,1XX WATER ST,Central Business District,492202.44,5459041.33
Mischief,2016,8,22,18.0,0.0,14XX BARCLAY ST,West End,490342.83,5459363.48
Break and Enter Commercial,2016,1,5,5.0,42.0,1XX WATER ST,Central Business District,492201.68,5459032.07
Break and Enter Commercial,2016,10,20,4.0,3.0,1XX WATER ST,Central Business District,492195.31,5459033.77
Break and Enter Commercial,2016,3,10,23.0,0.0,1XX WATER ST,Central Business District,492195.31,5459033.77
Break and Enter Commercial,2016,2,26,22.0,30.0,1XX WATER ST,Central Business District,492175.37,5459048.56
Theft of Vehicle,2016,3,6,0.0,0.0,21XX SE MARINE DR,Victoria-Fraserview,495460.36,5450618.13
Break and Enter Commercial,2016,9,6,1.0,0.0,1XX W PENDER ST,Central Business District,492154.69,5458707.76
Break and Enter Commercial,2016,5,20,12.0,14.0,1XX W PENDER ST,Central Business District,492113.78,5458718.89
Theft from Vehicle,2016,2,7,23.0,0.0,10XX W WATERFRONT RD,Central Business District,491440.04,5459565.77
Mischief,2016,10,6,3.0,32.0,21XX W 4TH AVE,Kitsilano,488722.11,5457272.49
Break and Enter Commercial,2016,10,15,23.0,0.0,1XX W PENDER ST,Central Business District,492056.84,5458744.36
Break and Enter Commercial,2016,10,12,22.0,30.0,1XX W PENDER ST,Central Business District,492056.84,5458744.36
Break and Enter Commercial,2016,5,19,18.0,0.0,1XX W PENDER ST,Central Business District,492112.5,5458719.23
Break and Enter Residential/Other,2016,2,13,4.0,15.0,73XX HUDSON ST,Marpole,490241.15,5451743.36
Break and Enter Commercial,2016,7,13,23.0,0.0,1XX W KENT N AVE,Marpole,492033.37,5450462.02
Break and Enter Commercial,2016,7,13,23.0,0.0,1XX W KENT AVE N,Marpole,492033.09,5450462.03
Mischief,2016,1,4,16.0,0.0,14XX ARBUTUS ST,Kitsilano,488906.05,5457842.78
Break and Enter Commercial,2016,1,7,14.0,30.0,1XX W HASTINGS ST,Central Business District,492193.6,5458809.22
Break and Enter Commercial,2016,11,28,22.0,0.0,1XX W HASTINGS ST,Central Business District,492186.99,5458811.21
Break and Enter Commercial,2016,6,10,3.0,44.0,1XX W HASTINGS ST,Central Business District,492147.3,5458823.14
Theft from Vehicle,2016,6,27,15.0,50.0,10XX W WATERFRONT RD,Central Business District,491440.04,5459565.77
Mischief,2016,3,11,9.0,0.0,14XX ANDERSON ST,Fairview,490173.24,5457687.32
Break and Enter Residential/Other,2016,12,6,10.0,0.0,73XX DUFF ST,Victoria-Fraserview,495295.61,5451624.37
Theft from Vehicle,2016,7,21,17.0,30.0,10XX W WATERFRONT RD,Central Business District,491440.04,5459565.77
Break and Enter Commercial,2016,11,4,12.0,54.0,1XX W HASTINGS ST,Central Business District,492113.55,5458842.84
Break and Enter Commercial,2016,2,14,0.0,0.0,1XX W HASTINGS ST,Central Business District,492113.55,5458842.84
Break and Enter Commercial,2016,7,9,10.0,23.0,1XX W HASTINGS ST,Central Business District,492113.48,5458842.86
Theft from Vehicle,2016,2,22,21.0,0.0,5X W 49TH AVE,Oakridge,492190.41,5452565.39
Break and Enter Commercial,2016,3,4,4.0,30.0,1XX W HASTINGS ST,Central Business District,492110.92,5458834.08
Break and Enter Commercial,2016,1,7,14.0,0.0,1XX W HASTINGS ST,Central Business District,492110.92,5458834.08
Break and Enter Residential/Other,2016,8,20,23.0,59.0,73XX BLENHEIM ST,Kerrisdale,486961.74,5451860.61
Theft of Vehicle,2016,11,18,18.0,0.0,21XX W 35TH AVE,Arbutus Ridge,488585.99,5454182.65
Break and Enter Commercial,2016,8,30,9.0,0.0,1XX W HASTINGS ST,Central Business District,492103.63,5458845.82
Break and Enter Commercial,2016,8,25,22.0,0.0,1XX W HASTINGS ST,Central Business District,492103.63,5458845.82
Break and Enter Residential/Other,2016,2,9,17.0,0.0,72XX WILTSHIRE ST,Kerrisdale,489314.58,5451896.98
Theft from Vehicle,2016,11,5,23.0,45.0,80XX MONTCALM ST,Marpole,490129.12,5451139.5
Theft from Vehicle,2016,5,24,2.0,30.0,80XX NUNAVUT LANE,Marpole,491542.13,5451026.58
Break and Enter Commercial,2016,7,25,21.0,0.0,1XX W GEORGIA ST,Central Business District,491795.1,5458476.13
Break and Enter Commercial,2016,8,20,23.0,0.0,1XX W GEORGIA ST,Central Business District,491773.94,5458495.5
Theft from Vehicle,2016,6,20,0.0,0.0,80XX NUNAVUT LANE,Marpole,491542.13,5451026.58
Break and Enter Commercial,2016,12,4,4.0,6.0,1XX W CORDOVA ST,Central Business District,492225.41,5458920.58
Break and Enter Commercial,2016,12,31,14.0,4.0,1XX W CORDOVA ST,Central Business District,492225.23,5458920.63
Mischief,2016,12,28,17.0,0.0,21XX W 45TH AVE,Kerrisdale,488662.23,5453127.5
Break and Enter Commercial,2016,2,9,0.0,1.0,1XX W CORDOVA ST,Central Business District,492188.14,5458921.0
Break and Enter Commercial,2016,7,6,7.0,3.0,1XX W CORDOVA ST,Central Business District,492183.86,5458931.59
Mischief,2016,7,5,5.0,30.0,21XX W 5TH AVE,Kitsilano,488858.09,5457172.61
Break and Enter Commercial,2016,9,2,13.0,45.0,1XX W BROADWAY AVE,Mount Pleasant,492213.91,5456699.83
Break and Enter Commercial,2016,4,27,5.0,46.0,1XX W BROADWAY AVE,Mount Pleasant,492164.28,5456701.93
Break and Enter Commercial,2016,3,26,4.0,10.0,1XX W BROADWAY AVE,Mount Pleasant,492164.28,5456701.93
Break and Enter Residential/Other,2016,9,11,13.0,0.0,72XX KNIGHT ST,Victoria-Fraserview,494392.98,5451753.25
Theft from Vehicle,2016,7,2,17.0,30.0,5X W 14TH AVE,Mount Pleasant,492281.22,5456200.35
Break and Enter Residential/Other,2016,11,11,18.0,30.0,72XX KNIGHT ST,Victoria-Fraserview,494392.88,5451766.62
Break and Enter Residential/Other,2016,3,7,15.0,0.0,72XX KNIGHT ST,Victoria-Fraserview,494392.87,5451768.11
Break and Enter Commercial,2016,4,19,6.0,44.0,1XX W BROADWAY AVE,Mount Pleasant,492129.23,5456712.57
Theft from Vehicle,2016,4,15,20.0,0.0,5X W 14TH AVE,Mount Pleasant,492280.9,5456191.21
Break and Enter Commercial,2016,8,13,18.0,0.0,1XX W BROADWAY AVE,Mount Pleasant,492072.52,5456714.98
Theft of Vehicle,2016,6,30,18.0,0.0,21XX W 45TH AVE,Kerrisdale,488601.91,5453129.15
Break and Enter Commercial,2016,5,10,19.0,5.0,1XX W 8TH AVE,Mount Pleasant,492180.42,5456784.31
Break and Enter Commercial,2016,8,17,7.0,46.0,1XX W 8TH AVE,Mount Pleasant,492176.85,5456784.42
Mischief,2016,11,5,11.0,30.0,21XX W 4TH AVE,Kitsilano,488877.13,5457268.63
Mischief,2016,9,7,21.0,30.0,21XX W 4TH AVE,Kitsilano,488877.13,5457268.63
Theft from Vehicle,2016,10,19,19.0,0.0,5X W 11TH AVE,Mount Pleasant,492289.5,5456500.47
Theft from Vehicle,2016,9,15,5.0,0.0,5X W 19TH AVE,Riley Park,492283.03,5455678.79
Break and Enter Commercial,2016,9,29,2.0,22.0,1XX W 7TH AVE,Mount Pleasant,492184.03,5456893.5
Break and Enter Commercial,2016,5,17,2.0,53.0,1XX W 7TH AVE,Mount Pleasant,492184.03,5456893.5
Break and Enter Commercial,2016,9,3,20.0,14.0,1XX W 7TH AVE,Mount Pleasant,492181.88,5456893.57
Break and Enter Commercial,2016,8,12,5.0,13.0,1XX W 7TH AVE,Mount Pleasant,492181.88,5456893.57
Break and Enter Commercial,2016,4,15,17.0,0.0,1XX W 6TH AVE,Mount Pleasant,492176.38,5456984.74
Break and Enter Residential/Other,2016,6,30,14.0,20.0,72XX GLADSTONE ST,Victoria-Fraserview,495478.09,5451708.0
Break and Enter Commercial,2016,2,6,10.0,1.0,1XX W 5TH AVE,Mount Pleasant,492198.78,5457096.5
Break and Enter Commercial,2016,4,14,7.0,30.0,1XX W 5TH AVE,Mount Pleasant,492109.93,5457089.83
Break and Enter Residential/Other,2016,4,19,18.0,30.0,72XX EAST BLVD,Kerrisdale,489055.3,5451942.83
Break and Enter Commercial,2016,11,6,3.0,43.0,1XX W 4TH AVE,Mount Pleasant,492121.33,5457196.02
